cid,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,prob,intensity,lat,lng
57930-60323,1,0,1,1,0,0,0,1,0,0,0,1,0.012180896688028074,5,-23.480660278256405,-46.604434997692834
854-855,3,3,6,4,2,1,0,0,0,0,1,0,0.018120584200741342,20,-23.665628350062054,-46.70821592509789
5555-5558,1,8,2,2,3,1,1,0,2,3,2,3,0.027486062783123127,28,-23.54731488763753,-46.64597133125739
17007-7770,2,0,0,0,1,0,0,0,0,1,0,1,0.010306701199137716,5,-23.539349508164744,-46.72741027044697
140614-75934,1,0,0,1,2,0,0,2,0,0,1,0,0.012418264234053808,7,-23.53615523229981,-46.46729544757881
139101-1505,4,2,1,0,4,1,2,1,2,1,4,2,0.02684636182896887,24,-23.5275897,-46.589587699999996
124167-8390,4,7,2,1,5,4,1,4,1,2,1,0,0.026978334518651084,32,-23.654310394707935,-46.763976825433915
136021-136022,2,2,1,1,1,0,1,1,0,0,1,0,0.019541123568848944,10,-23.5550421,-46.668688450000005
5513-5512,3,1,1,1,3,0,0,1,1,0,0,0,0.017329664539659468,11,-23.548734598868624,-46.63960115922582
3570-98989,7,9,4,8,1,11,1,4,2,2,3,1,0.02947573437548545,53,-23.55500822444973,-46.66318951434104
31491-3573,1,1,0,1,2,0,1,1,2,0,1,1,0.02175991441413192,11,-23.57566358780187,-46.70721104525536
66820-69132,1,0,1,1,1,1,0,0,0,0,0,1,0.01545730200479245,6,-23.626372917662497,-46.4688360822836
27765-27764,3,0,0,1,2,1,0,1,0,1,0,1,0.01744239121209641,10,-23.479696067770362,-46.67304116179929
81352-81345,3,4,2,4,2,1,1,1,1,2,0,1,0.02688851977150625,22,-23.52690341972356,-46.42412496958707
89020-89006,2,2,1,3,0,0,0,0,0,0,0,1,0.012764692544469733,9,-23.45063091975756,-46.70921449515613
12679-5266,3,0,1,2,2,0,0,0,2,1,2,0,0.01795103595358011,13,-23.585932128636404,-46.673527223257224
30430-30432,4,4,0,0,2,1,2,0,2,1,5,3,0.02225481200044039,24,-23.73160217556903,-46.697660380170596
46556-46557,1,0,0,1,0,1,0,0,0,1,0,1,0.012703288584687021,5,-23.760957112421863,-46.70987804285725
5530-5532,3,2,5,3,0,2,2,1,2,2,1,4,0.026726303340438427,27,-23.542107412144375,-46.63727549748084
116631-5381,1,0,1,0,0,2,0,1,0,1,0,1,0.014665465866698917,7,-23.55814290715324,-46.66756437854862
134306-5293,6,2,1,3,2,7,0,1,0,1,0,1,0.022617736897066566,24,-23.558927725007777,-46.65939930001815
133934-7545,1,2,2,0,0,0,0,0,0,1,1,0,0.012822430596205726,7,-23.52232928640872,-46.66180879105127
103751-103748,2,0,0,0,1,3,2,0,1,1,0,2,0.017094129947657122,12,-23.5813149483627,-46.46168463182548
32297-1989,2,2,0,0,0,1,1,0,2,0,0,0,0.011823470653472019,8,-23.548264802680954,-46.63883872129955
7613-18697,1,0,0,0,0,0,0,0,2,0,1,1,0.009870458141576914,5,-23.516028862141287,-46.60833016869728
70745-111263,2,2,1,3,1,1,0,0,0,0,0,0,0.015533369596762082,10,-23.49108692378161,-46.441266428730856
4463-4464,4,3,1,2,2,3,2,2,5,4,6,3,0.02947573437548545,37,-23.58632350448411,-46.74854692068945
5436-5506,2,3,2,2,2,0,0,0,1,0,1,1,0.020424607408110734,14,-23.54949885561998,-46.6309452602286
36358-36359,3,1,3,0,1,1,1,1,2,0,3,1,0.024249065977861146,17,-23.5367866,-46.4515375
27151-4576,3,1,1,1,2,1,0,2,2,1,1,2,0.027528220725660555,17,-23.571199197523523,-46.70725812675739
2080-2084,2,0,0,0,1,1,0,0,0,0,1,0,0.010315865969254547,5,-23.501811410019577,-46.75438932015874
6068-6069,2,1,0,0,0,0,0,0,1,0,0,1,0.00985671098640167,5,-23.55197286132047,-46.62437827202986
3851-3850,1,2,0,0,1,0,1,3,1,1,3,1,0.02172783771872299,14,-23.661383949778664,-46.779055297224446
15681-114900,1,2,0,1,1,2,2,0,0,0,0,0,0.014879005010420901,9,-23.67551250239257,-46.699874864889836
18628-18627,1,1,0,1,0,0,0,1,0,0,0,2,0.012152485900665942,6,-23.553732011550057,-46.65549543702732
1954-1951,3,6,6,8,7,6,1,5,6,4,5,8,0.029475734375485445,65,-23.521404501502552,-46.6383260506015
96726-96760,1,0,0,0,1,0,2,0,1,1,0,1,0.01457748407357742,7,-23.523164983935676,-46.41076834398129
5358-5361,2,1,0,0,0,2,0,0,0,0,0,0,0.007552687779032297,5,-23.55945314274902,-46.66162125631534
27627-27628,6,2,1,2,1,0,0,2,1,0,0,2,0.0198270643964938,17,-23.497381487959174,-46.45411845202919
111027-39829,3,0,0,1,1,0,0,0,0,0,2,1,0.012925992498525836,8,-23.56793895110338,-46.64868674691108
69082-69081,4,1,1,0,0,1,0,1,0,1,4,2,0.019826147919482166,15,-23.618719975470086,-46.46825105923041
41576-7549,4,9,10,10,8,1,2,2,2,0,2,2,0.026878438524377716,52,-23.555906025091364,-46.66683489930962
41045-41025,7,6,7,4,7,5,5,2,2,5,3,0,0.026978334518651097,53,-23.460737757222184,-46.68374282307867
1941-1966,2,0,1,1,0,3,1,0,1,3,2,1,0.02216316429927209,15,-23.528400881621003,-46.63138552024928
96656-96655,3,2,2,2,2,2,1,2,4,5,4,8,0.029475734375485455,37,-23.549046149999995,-46.397234850000004
8987-5465,1,1,0,1,1,0,0,0,0,0,0,2,0.0129122453433506,6,-23.55379622091424,-46.633174124790926
21912-21913,2,0,1,0,0,1,0,0,1,0,1,2,0.014988982251822778,8,-23.54814318752754,-46.62607763749074
28958-28921,2,4,1,2,2,0,1,1,0,1,4,0,0.022138419419956687,18,-23.486769003059003,-46.382140693561794
125895-102842,3,1,0,1,4,2,1,0,0,0,2,2,0.019963619471234546,16,-23.550710201894592,-46.648408432229175
112725-112724,4,1,3,2,2,1,1,0,0,0,3,1,0.02256549770740069,18,-23.552279899999995,-46.65312155
6590-6591,2,4,0,2,5,3,0,1,2,7,4,4,0.0249263424894944,34,-23.54950790889401,-46.6803555818165
5573-5574,1,2,1,1,0,1,0,0,1,0,2,0,0.017694422390309036,9,-23.545078265210776,-46.646618515004846
103256-93300,2,0,0,1,2,0,1,0,0,0,0,0,0.009788891687537183,6,-23.58394784423653,-46.40868541980921
140290-141126,2,0,0,2,2,2,0,0,0,0,0,0,0.0103580239117919,8,-23.595810399999998,-46.6509256
126631-126632,3,0,2,1,0,0,0,1,0,0,0,0,0.009683496831193713,7,-23.505759930266045,-46.36622225506547
124556-23330,1,1,1,2,0,1,0,0,0,0,0,0,0.012783938561715079,6,-23.53373415168809,-46.645785257939444
58871-58873,2,2,1,0,1,1,2,1,1,1,2,1,0.026846361828968872,15,-23.697341150632553,-46.634277311165775
52062-52052,1,3,1,0,4,5,0,1,0,1,2,0,0.020078179097694784,18,-23.48607645888817,-46.50187968776018
14093-14102,2,3,3,1,3,0,0,1,1,2,2,4,0.025011574851580815,22,-23.54090871952361,-46.62782852591214
6468-102842,4,3,1,3,3,0,0,0,3,4,3,6,0.023021903259218473,30,-23.550992842270194,-46.647920435655664
9216-9218,1,1,3,1,0,0,0,0,0,1,1,2,0.017949202999556733,10,-23.543869926646277,-46.63257998538732
99061-111021,5,4,2,1,1,3,0,3,1,0,2,1,0.02493092487455281,23,-23.565498025000206,-46.65171882500046
1973-1977,9,4,15,11,5,9,3,6,7,8,5,8,0.029475734375485445,90,-23.535378913267852,-46.633898435305966
18249-140513,1,1,1,0,0,0,0,0,0,1,2,0,0.012822430596205726,6,-23.61211835000016,-46.65097187500107
130081-37649,1,1,2,1,0,0,1,0,0,0,0,0,0.012214806337460325,6,-23.750769428516534,-46.69196695277114
13951-13936,1,2,1,2,0,0,2,0,0,0,0,0,0.01221480633746033,8,-23.57905755,-46.6472395
21786-124594,4,6,0,4,3,7,1,4,2,2,2,0,0.02437645628248493,35,-23.55408930822351,-46.65382171281712
46779-46780,1,0,0,0,1,0,1,2,1,0,0,1,0.013969859814832015,7,-23.58370966668681,-46.56365547395869
27152-31502,2,1,2,0,2,1,1,0,0,0,0,1,0.01734891055690482,10,-23.56933105513384,-46.70772020177664
66364-66369,1,0,0,0,0,1,0,0,1,2,3,2,0.014984399866764368,10,-23.6025816554737,-46.78419526582279
137794-29133,1,1,0,1,1,0,2,0,1,0,0,2,0.01718302821779033,9,-23.679800633874272,-46.70639627364041
66833-124605,1,2,1,1,0,0,0,1,0,0,0,0,0.012256964279997703,6,-23.571533349999996,-46.6412402
6453-6454,4,1,2,0,0,3,0,1,0,1,1,0,0.017328748062647777,13,-23.5611080965286,-46.645887206924634
51641-51107,2,2,1,3,3,5,2,1,1,3,3,5,0.029475734375485448,31,-23.66460802658343,-46.66031915619622
129858-6074,1,2,1,0,0,0,0,0,0,0,0,1,0.01013531999795311,5,-23.548564775021752,-46.60328600832923
5329-5555,5,6,2,1,2,2,1,4,1,5,1,0,0.026978334518651084,30,-23.54758177770195,-46.64763875430667
21797-6529,2,1,1,1,2,1,1,0,0,2,1,4,0.02516279355850847,16,-23.555902925699442,-46.65782739834518
6821-7569,1,2,1,0,0,2,1,0,0,1,0,1,0.017196775372965503,9,-23.53337402430226,-46.65644656972074
4719-124104,1,1,1,2,0,0,0,0,0,0,0,0,0.01026729268763536,5,-23.6331187589899,-46.735298647840274
7729-7730,1,2,1,0,1,0,0,0,0,1,0,1,0.01548204688410788,7,-23.556468440061995,-46.655523330819776
97960-97947,2,0,0,0,0,0,0,1,2,1,0,0,0.00937281112423342,6,-23.488285150000003,-46.3954734
15139-115780,1,1,1,0,1,0,0,0,1,1,1,1,0.020392530712701817,8,-23.65049361811339,-46.70931855884733
41013-126898,2,0,0,0,2,0,0,1,0,1,1,0,0.012386187538644922,7,-23.459519145586537,-46.68848241469657
11465-11466,2,1,2,0,1,3,2,1,0,3,1,1,0.024523092604354115,17,-23.612483155697948,-46.48141863379013
7202-7200,5,3,9,7,8,10,6,4,3,4,8,8,0.02947573437548545,75,-23.587107703953254,-46.483211372161875
52127-52069,1,1,1,0,0,0,0,0,0,1,0,1,0.01273261584906086,5,-23.504452694261207,-46.47537614380436
19382-7440,1,7,0,1,1,0,2,0,1,0,0,0,0.01468562836095595,13,-23.560192799349522,-46.69579430305559
6530-21797,3,0,0,0,6,0,0,0,1,0,0,1,0.010032674572644685,11,-23.555208833755316,-46.65711938230946
93950-93948,3,0,4,1,2,3,4,6,2,2,5,3,0.02690226692668151,35,-23.58765942277253,-46.38158139983812
6534-130593,4,5,3,2,5,3,2,2,1,1,5,4,0.029475734375485448,37,-23.55176938273577,-46.65184883674458
37341-37377,2,1,1,3,3,3,2,1,0,2,3,3,0.02715246515087081,24,-23.742857185633216,-46.70151998020182
36240-60874,1,0,1,0,0,0,3,0,0,1,0,1,0.0121066620500818,7,-23.568654049379745,-46.44732535570802
5563-5567,2,1,1,2,0,0,1,0,1,0,0,1,0.017035475418909436,9,-23.543961932932206,-46.64498773269496
39829-102406,1,0,0,0,1,1,1,0,1,0,0,1,0.014496834096549381,6,-23.567529201103376,-46.648895346911075
46104-21437,3,2,0,5,3,2,1,2,2,1,3,1,0.026873856139319294,25,-23.760916009590716,-46.66861438099917
13158-3488,2,1,1,2,1,2,0,0,2,0,2,1,0.022941253282190422,14,-23.64489513246151,-46.71819092419902
28340-28338,2,0,2,0,1,2,2,0,0,2,2,1,0.019959953563187787,14,-23.47073261525084,-46.650660191848104
74782-74822,1,1,3,3,0,1,0,1,0,0,1,1,0.019858224614891007,12,-23.50124195000658,-46.38496797499307
106797-106812,1,2,1,0,1,0,0,1,0,1,0,0,0.014974318619635864,7,-23.690651399827054,-46.75852398843282
3410-735,1,0,1,1,1,0,1,0,1,0,2,0,0.017301253752297338,8,-23.644414606023133,-46.73157815929069
118807-3646,2,2,0,0,0,0,0,1,2,3,1,4,0.01703089303385104,15,-23.643433843402534,-46.700978953280426
5510-18533,5,4,2,2,7,5,0,2,4,3,3,4,0.027528220725660548,41,-23.549857315255768,-46.63986061492261
22279-22301,1,0,0,1,1,0,0,0,0,1,1,0,0.013025888492799186,5,-23.524869950000003,-46.6373379
85495-85483,1,0,0,1,0,0,2,1,0,2,0,0,0.011626428095960267,7,-23.50132498359735,-46.43995163632148
143-6836,1,1,0,1,0,0,0,0,0,1,0,1,0.012760110159411336,5,-23.514114051897078,-46.62925921535712
23261-6816,2,2,1,0,1,1,0,0,1,0,1,1,0.02031188073567376,10,-23.54165986140029,-46.64222410918618
23477-23267,4,3,2,0,1,1,1,1,2,2,2,3,0.026846361828968872,22,-23.54219155633522,-46.645072814966966
99868-7736,3,1,2,0,0,4,0,1,0,1,1,0,0.01732874806264777,13,-23.55715715299376,-46.66098036641762
4756-103422,1,0,0,1,0,0,3,2,0,0,3,0,0.011616346848831777,10,-23.630303154205755,-46.73639734671413
69781-69782,1,1,2,1,0,0,0,0,0,0,1,0,0.012854507291614579,6,-23.499146287130056,-46.594450118880744
38625-38632,1,0,0,0,1,1,0,1,0,0,0,1,0.01221572281447202,5,-23.743529156259186,-46.65624957996697
84294-28935,3,2,4,1,3,2,0,2,5,5,4,3,0.027528220725660548,34,-23.49508957184781,-46.42844028131469
88445-88439,1,1,0,0,0,1,1,0,0,1,2,1,0.01718211174077863,8,-23.46091382690843,-46.71116216516379
3568-3569,1,0,1,0,1,1,1,0,0,0,0,0,0.01227804325126642,5,-23.557584300000002,-46.66725135
39364-39367,3,1,0,3,0,0,0,1,0,1,0,0,0.0122523818949393,9,-23.499706030182402,-46.69787269434968
28256-127675,3,0,1,0,0,0,1,1,0,0,0,0,0.009001637934502062,6,-23.434021065061188,-46.72006707275034
114484-7252,1,0,0,0,2,0,0,0,0,1,0,1,0.010306701199137713,5,-23.572629399561038,-46.50469801988828
63469-64710,1,0,0,2,2,0,0,1,0,0,0,0,0.009831049630074563,6,-23.574859710327843,-46.77958685678101
5581-5481,2,12,0,2,9,3,3,1,4,4,3,2,0.026873856139319304,45,-23.547536137561263,-46.64061887993499
112724-6534,4,2,4,0,1,0,1,1,0,0,3,1,0.01940915087916665,17,-23.552058227250797,-46.6527120708156
113232-113233,1,2,1,0,0,0,0,0,0,0,0,2,0.010135319997953102,6,-23.549094837522293,-46.65266024999121
3485-3486,3,1,3,2,1,3,1,2,3,0,1,0,0.024381038667543348,20,-23.639595363747105,-46.73722070844928
5923-5924,1,1,3,1,2,2,0,0,0,0,0,0,0.015533369596762082,10,-23.54485437697813,-46.57442829989607
1977-100332,4,3,2,2,2,2,0,0,0,1,0,0,0.01813066544786985,16,-23.535681275000528,-46.6341843499971
16466-16475,2,1,0,0,0,0,0,1,3,1,0,0,0.0119462785730374,8,-23.5640242300072,-46.59670871343208
114887-60748,2,0,0,1,0,0,1,1,1,0,0,0,0.01135240146946724,6,-23.798318508667677,-46.73146004693825
100063-100132,1,1,1,0,0,5,1,2,0,4,2,2,0.021773661569307157,19,-23.686726708535204,-46.75578512853829
46987-46988,3,4,2,1,1,2,3,1,3,1,0,1,0.026888519771506247,22,-23.61144362148304,-46.50436978231288
136966-3471,2,0,0,1,0,0,1,0,1,1,0,1,0.014457425585047003,7,-23.644236900012643,-46.74863409998373
33699-48983,2,0,0,0,1,2,1,0,1,0,0,1,0.014496834096549381,8,-23.584241830891262,-46.52858148030845
40-1230,1,1,1,0,0,1,1,0,0,1,1,1,0.019783989976944787,8,-23.51195517098456,-46.682432383550264
88443-88442,2,3,0,1,2,0,1,0,1,0,0,0,0.014685628360955954,10,-23.46133262436326,-46.71174459091123
63698-3540,5,4,0,2,1,1,2,2,5,3,6,2,0.026873856139319294,33,-23.61294235276879,-46.75508719274819
5571-5574,2,1,1,0,1,0,0,0,0,3,0,0,0.012984647027273507,8,-23.5447313015969,-46.64607994829635
4283-119951,4,2,0,2,0,0,2,2,2,3,4,2,0.021607779230192616,23,-23.73215362542944,-46.784990102138465
5615-117048,5,7,2,1,3,5,1,0,4,7,1,10,0.02748606278312313,46,-23.549887892421665,-46.64675858317054
4203-55610,3,1,0,0,1,1,0,0,0,0,0,0,0.010302118814079334,6,-23.66927522321965,-46.63564129099779
477-478,1,0,0,1,1,0,1,1,0,0,0,0,0.011778563279899524,5,-23.545255870016177,-46.73325059003659
33753-33754,4,4,2,0,0,2,1,1,3,0,2,3,0.021499634942814105,22,-23.600618199642177,-46.48419218773713
70-1178,2,1,1,1,0,1,1,1,0,2,0,0,0.019318419655010126,10,-23.51486784248032,-46.724360566561415
130593-6535,2,4,6,4,3,4,1,2,2,1,6,2,0.029475734375485445,37,-23.551319487872085,-46.650347191120645
31296-31068,2,0,3,1,4,2,0,0,1,1,1,0,0.020467681827659772,15,-23.7359027506562,-46.69941977237997
18601-57953,1,0,1,1,1,0,0,1,1,2,1,2,0.022438107402776786,11,-23.477224598682774,-46.61052760276473
88378-89016,1,0,0,2,0,0,0,0,0,1,3,0,0.010276457457752169,7,-23.45347989701444,-46.70901818228913
46358-46256,12,4,9,9,17,11,9,7,11,5,11,5,0.029475734375485445,110,-23.610489799999996,-46.440442950000005
116392-5659,3,0,0,0,1,0,0,0,3,1,0,1,0.012629970423752438,9,-23.536605122963486,-46.642681729962824
33759-33760,1,0,1,0,1,1,0,1,0,0,0,0,0.01232020119380382,5,-23.60442873358573,-46.480960572590966
124674-5603,1,0,0,2,0,1,1,1,1,0,1,0,0.016456261947526186,8,-23.545728097897246,-46.63197186070933
33705-33704,2,0,3,0,1,2,0,0,0,0,0,1,0.01282792945827583,9,-23.585042346412536,-46.520275449102435
21491-21493,4,2,3,0,1,0,3,0,1,3,3,2,0.02234004436252683,22,-23.692892731965557,-46.65950070135004
5605-5606,1,0,0,1,0,3,3,0,2,6,0,1,0.016974071459126706,17,-23.548376319422005,-46.630590571630414
11310-11226,4,3,5,5,2,2,1,1,1,2,1,2,0.029475734375485448,29,-23.629482043398195,-46.46355932623823
134367-5368,1,1,1,0,1,1,0,0,0,0,0,0,0.012903997050245477,5,-23.566437796286216,-46.668894165167316
7849-129648,1,0,1,2,1,0,1,0,1,1,1,0,0.019898549603405008,9,-23.560499975001566,-46.63820416249178
102488-41020,3,1,1,0,0,0,0,0,1,0,0,0,0.009961189365733472,6,-23.45473173682378,-46.695888415647914
125181-6519,1,0,1,1,0,1,0,0,0,1,2,1,0.017892381424832373,8,-23.56008463334652,-46.65497633329701
146-5630,2,1,3,1,1,0,3,0,2,0,1,2,0.022372121057935745,16,-23.533472349943974,-46.63292006793756
7231-7232,1,1,0,1,1,0,0,0,0,1,3,0,0.015599355941603199,8,-23.585667456077154,-46.491425618649956
31496-31497,2,0,1,0,0,2,1,0,0,1,1,2,0.01721052252814077,10,-23.572522594245193,-46.70808620369626
97749-73699,1,1,0,1,0,0,2,0,0,1,0,1,0.014707623809236285,7,-23.52285976562911,-46.4060959939549
125641-25404,2,0,0,1,1,0,0,0,1,1,0,0,0.012761943113434692,6,-23.570895860842782,-46.695139524991085
115822-115826,2,0,0,0,1,1,0,1,0,0,0,1,0.01221572281447202,6,-23.45871824079751,-46.68997711080805
119060-3845,2,1,0,0,1,0,0,0,1,1,1,0,0.015293252619701311,7,-23.658950341181658,-46.76587650417795
40788-40789,1,1,0,1,0,1,0,0,0,1,0,0,0.012779356176656653,5,-23.50066627502992,-46.531869549963226
3494-9226,2,3,2,3,1,2,3,0,1,2,0,3,0.024898848179143885,22,-23.64562209917903,-46.71119554782456
138510-84673,2,0,0,1,0,0,3,0,0,0,0,0,0.007039460652490179,6,-23.4850395,-46.4338227
106654-106663,2,1,0,0,1,0,0,0,0,1,0,0,0.010382768791107331,5,-23.687383725946002,-46.76165909346409
99052-7736,1,1,1,2,0,4,0,0,0,1,1,0,0.01796844901680204,11,-23.55750315299376,-46.66081431641762
4061-80728,1,1,0,0,1,0,1,0,1,0,0,0,0.012056255814439308,5,-23.62220474846316,-46.75985041033104
32916-4228,2,1,0,1,1,0,0,0,4,0,1,3,0.017822729171944586,13,-23.636930708369512,-46.63985131482674
28750-28751,1,4,1,4,3,0,1,3,0,1,3,2,0.024635819276791038,23,-23.55127265,-46.75777065
99809-7769,2,0,0,2,0,0,0,0,1,0,1,0,0.01000243083125915,6,-23.541374212543943,-46.72979948745974
1989-5513,7,1,5,1,2,3,6,2,2,3,0,2,0.02688851977150625,34,-23.548589102680953,-46.63915467129955
4268-114688,1,0,1,0,0,2,0,1,0,1,0,0,0.012168066009864543,6,-23.667101414700788,-46.72647091933874
124693-124692,4,0,2,1,1,2,0,2,0,0,1,0,0.017536788344299732,13,-23.549824878587675,-46.635505339053125
735-741,3,6,1,2,2,0,1,2,5,3,1,0,0.02446168864457139,26,-23.64468180602313,-46.72950805929068
5566-5564,6,2,5,5,6,4,1,1,0,3,4,3,0.027152465150870813,40,-23.54307002807797,-46.6436142344252
6532-6533,3,0,2,2,0,0,0,1,0,1,1,0,0.014868007286280686,10,-23.552840900010487,-46.65414427498826
832-827,1,0,0,0,1,2,0,0,1,4,0,2,0.015146616297832143,11,-23.656122405041625,-46.71850212002578
70283-35948,3,6,2,1,3,4,0,2,0,1,0,2,0.022617736897066566,24,-23.659619737237698,-46.77591665602982
98073-98074,1,0,0,1,0,2,1,0,1,0,0,0,0.011879375751184602,6,-23.494775636501245,-46.403642919202674
18628-7725,2,5,3,3,5,1,0,2,2,0,0,0,0.01984631041373914,23,-23.55446770474333,-46.65555121231823
137577-52029,1,3,1,1,0,0,1,0,0,0,1,1,0.01729942079827394,9,-23.48386070021413,-46.47448474986561
107519-107540,1,1,3,1,1,0,0,3,0,1,1,0,0.020190905770131683,12,-23.722328632728928,-46.765354197600765
51796-9544,1,1,0,0,0,0,0,0,0,1,1,1,0.012717952216873916,5,-23.67444216780527,-46.66258949065988
1462-1465,3,1,0,0,2,3,1,0,3,2,0,3,0.01966759739646112,18,-23.525605771964116,-46.572077997859395
71018-8059,6,5,5,6,3,2,2,3,1,2,3,4,0.029475734375485448,42,-23.553630080329533,-46.49180392914204
130927-48255,1,0,0,0,1,1,0,0,2,0,0,0,0.01005192058989002,5,-23.76346690525422,-46.6688719815173
103617-103618,2,0,4,0,2,1,1,0,0,0,0,0,0.012278043251266422,10,-23.509774371109927,-46.727819899854154
73530-73527,1,1,0,0,0,0,0,1,0,0,3,0,0.009612928101294164,6,-23.53074502500453,-46.40340234998773
74952-74970,1,0,0,0,0,0,0,0,3,1,2,0,0.009970354135850285,7,-23.50404193158583,-46.37939839859111
77134-36580,1,0,3,2,2,0,0,0,0,0,1,3,0.01552787073469198,12,-23.530514076626794,-46.44451490266298
118923-118924,6,9,11,13,9,9,11,15,14,20,22,19,0.029475734375485445,158,-23.721436277126173,-46.785227955039275
97357-73810,3,2,2,0,3,2,1,1,2,1,1,0,0.02434896197213452,18,-23.511136162426936,-46.39735884091675
21496-124100,2,0,1,0,1,0,0,2,0,1,1,1,0.017485465631645457,9,-23.69560892319194,-46.651296691631586
88313-88318,2,0,1,0,2,0,0,1,0,1,0,0,0.012400851170831837,7,-23.45924571037815,-46.70231680306958
47977-5628,2,0,1,0,0,0,0,1,0,1,0,2,0.012148819992619174,7,-23.535032220285395,-46.63874146321304
18428-18430,1,0,2,1,2,0,1,0,0,0,1,1,0.017475384384516974,9,-23.51999711815599,-46.70404980492374
4209-4210,1,1,0,0,2,1,0,0,0,0,0,0,0.010302118814079329,5,-23.65426551186107,-46.63701960278756
135676-33514,2,2,0,1,0,0,1,0,0,0,0,1,0.012110327958128548,7,-23.59394795000236,-46.488290574998416
26310-11869,1,0,0,0,1,0,0,0,0,1,2,0,0.010396515946282554,5,-23.625562171398848,-46.61931915216958
21244-113401,1,1,0,1,0,2,2,1,0,1,0,6,0.01921394127567838,15,-23.538028637990298,-46.62165427564631
51683-51544,1,0,0,0,1,1,2,2,0,1,1,1,0.019347746919383974,10,-23.671490849999998,-46.6635663
111356-111362,1,2,0,1,0,0,0,0,0,1,0,0,0.010262710302576947,5,-23.48353845,-46.458870899999994
2714-2715,3,2,1,0,1,1,1,2,1,3,1,0,0.024348961972134524,16,-23.47296361266924,-46.56255962533311
72478-72479,2,2,1,0,1,0,1,2,3,0,0,3,0.019145205499802177,15,-23.526097209390603,-46.39799665160017
86595-98152,1,0,1,0,0,1,0,0,0,0,2,0,0.010168313170373663,5,-23.683987339112413,-46.781222530744316
84162-7724,3,0,1,2,2,0,2,0,0,1,1,0,0.017575280378790345,12,-23.555340516831087,-46.65590311958752
135582-139671,4,1,0,0,0,0,0,0,3,0,0,1,0.00985671098640167,9,-23.652394649999998,-46.709739299999995
18687-135612,1,0,0,2,2,1,0,1,1,1,0,0,0.017268260579876772,9,-23.51440235213989,-46.616110864509885
15143-115781,2,3,5,5,3,1,0,3,3,2,2,4,0.02752822072566054,33,-23.651897829468915,-46.7078771023817
28679-124393,5,4,5,0,2,4,0,1,0,4,1,1,0.022575578954529156,27,-23.50164596238551,-46.624563761676995
135132-28923,3,0,0,1,0,1,0,0,1,1,0,0,0.012529157952467406,7,-23.491296227092022,-46.38721049882817
39440-39439,2,1,0,0,1,1,0,0,0,0,0,0,0.010302118814079327,5,-23.488435048670027,-46.72140278970751
140738-36127,1,1,0,2,1,3,2,0,1,2,1,0,0.022386784690122622,14,-23.610215209881645,-46.5875491811363
97677-97687,1,1,1,1,1,0,0,0,0,1,1,0,0.01820123417776935,7,-23.520926312884917,-46.393617630812045
8998-6143,2,1,2,2,2,0,0,1,0,1,1,0,0.020190905770131686,12,-23.551656358293208,-46.62772942354793
74992-74937,1,1,0,0,1,0,1,0,1,0,0,1,0.014553655671273688,6,-23.50474567605655,-46.37674947818161
4170-4172,1,1,0,1,1,1,1,2,1,0,0,1,0.02168934568423233,10,-23.674218025001522,-46.642880000006016
112989-110213,1,1,1,1,2,4,0,0,0,1,0,0,0.018130665447869846,11,-23.53821266252602,-46.565077362489184
32975-32974,2,0,1,0,1,0,0,0,0,1,1,0,0.01299839418244873,6,-23.632356244670152,-46.63637026802046
8393-8394,1,1,1,1,0,0,0,1,2,0,1,0,0.017167448108591707,8,-23.542887419276475,-46.731421564944185
21916-6137,1,0,0,0,1,0,0,1,1,0,1,0,0.01211216091215188,5,-23.545951181208338,-46.62644625053787
28275-28276,2,0,1,0,1,0,1,0,0,0,0,1,0.012258797234021129,6,-23.47315542928027,-46.727037045141614
6041-6042,1,1,1,1,0,0,0,1,0,0,0,0,0.012256964279997711,5,-23.53201400775154,-46.660843112518734
124459-119286,1,1,0,1,1,1,0,0,0,0,0,0,0.012931491360595931,5,-23.628789299999998,-46.715428
7416-21212,3,1,0,2,2,3,4,6,3,6,8,7,0.026873856139319297,45,-23.54223412018731,-46.61542929257591
